Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
0.988197875,-1.809438348,-1.328369617,-0.80300647,2.383999238
0.998130792,-1.82109642,-1.741077185,-0.573915303,2.584012521
1.008064792,-1.695138216,-1.701135874,-0.452967882,2.443877398
1.017998792,-1.602426052,-1.475935459,-0.374600589,2.210538471
1.027931792,-1.58446753,-1.260869503,-0.293323308,2.046061539
1.037865792,-1.60076201,-1.111367226,-0.251019657,1.96483765
1.047799792,-1.57705915,-0.980622828,-0.270212799,1.876633062
1.057733792,-1.524867773,-0.8155846,-0.327232659,1.759966243
1.067667792,-1.411048055,-0.642914295,-0.400972128,1.601616075
1.077600792,-1.221489072,-0.591190398,-0.482881635,1.440387556
1.087534792,-1.015616059,-0.736839235,-0.543464839,1.367392434
1.097468792,-0.837488115,-0.93256253,-0.590693772,1.385632833
1.107402792,-0.690714657,-1.082871079,-0.631352484,1.431189181
1.117335792,-0.572758198,-1.181852818,-0.655818045,1.467966397
1.127269792,-0.481008828,-1.232558846,-0.680053651,1.487630253
1.137203792,-0.419276595,-1.303527832,-0.68236047,1.529899828
1.147137792,-0.396427751,-1.381208777,-0.66245389,1.582320386
1.157070792,-0.382760316,-1.39235127,-0.623996735,1.573060534
1.167004792,-0.39293173,-1.338503003,-0.589500785,1.514429532
1.176938792,-0.402083457,-1.234165907,-0.535744846,1.404229017
1.186872792,-0.409687042,-1.088790059,-0.470122963,1.254720234
1.196805792,-0.421580791,-0.865329742,-0.402403653,1.043290289
1.206739792,-0.420342684,-0.571722388,-0.339518964,0.786655953
1.216673792,-0.405595988,-0.278225094,-0.294893831,0.573480322
1.226607792,-0.386782616,-0.073785938,-0.266649961,0.475549534
1.236540792,-0.368210763,0.03565577,-0.25051856,0.446777404
1.246474792,-0.36780569,0.079310574,-0.244844422,0.448909772
1.256408792,-0.386356801,0.063074805,-0.250291049,0.464645691
1.266342792,-0.38534826,0.010614792,-0.281466544,0.47731475
1.276275792,-0.351090252,-0.005768158,-0.342120856,0.49024924
1.286209792,-0.298844904,-0.014655659,-0.409845591,0.507441103
1.296143792,-0.248452976,-0.049162887,-0.46508795,0.529577825
1.306077792,-0.214657992,-0.115434051,-0.488815367,0.546208327
1.316010792,-0.200406566,-0.192983806,-0.468891114,0.545219605
1.325944792,-0.214293361,-0.286587775,-0.416213781,0.548897175
1.335878792,-0.252284348,-0.388987601,-0.335576534,0.572337624
1.345812792,-0.233953014,-0.487524807,-0.24375926,0.593155146
1.355745792,-0.146427155,-0.551379561,-0.186129376,0.600087058
1.365679792,-0.036274809,-0.548647404,-0.1448645,0.568608441
1.375613792,0.079308733,-0.5089854,-0.100838549,0.524904206
1.385547792,0.18410413,-0.459384829,-0.06235854,0.498815937
1.395480792,0.263428211,-0.410163254,-0.036726106,0.488852865
1.405414792,0.304141819,-0.355646461,-0.041287836,0.469777966
1.415348792,0.32820648,-0.336767256,-0.086650603,0.478163157
1.425282792,0.337341398,-0.37248823,-0.132590666,0.51973742
1.435215792,0.335530281,-0.422647029,-0.168913767,0.565458169
1.445149792,0.367046118,-0.529591024,-0.179566398,0.668904774
1.455083792,0.585769713,-0.588929474,-0.161913931,0.846274307
1.465017792,0.929720998,-0.741083026,-0.045093052,1.189797701
1.474950792,1.204774737,-0.859562516,0.155620307,1.488135601
1.484884792,1.341848373,-0.802061915,0.266435504,1.585827308
1.494818792,1.353328705,-0.670335591,0.150038347,1.517682409
1.504752792,1.294739485,-0.18917352,0.008664181,1.308515197
1.514685792,1.077331901,0.66074115,0.142633304,1.271836134
1.524619792,0.709215224,1.308089614,0.466344267,1.559346545
1.534553792,0.259828269,1.479234457,0.675446332,1.646776565
1.544487792,-0.174095213,1.464379907,0.712557733,1.637820557
1.554420792,-0.351650745,1.266247988,0.711007714,1.494180104
1.564354792,-0.104448415,0.965500116,0.61762476,1.15089543
1.574288792,0.465468168,0.737784088,0.418999314,0.967753275
1.584222792,1.130223632,0.769441903,0.250889659,1.390105003
1.594155792,1.687129378,1.155702829,0.217097774,2.056498483
1.604089792,2.090406179,1.90033412,0.14567925,2.828831951
1.614023792,2.398582458,2.786452532,0.052151605,3.67698726
1.623957792,2.581859589,3.412461281,0.082138799,4.279910947
1.633890792,2.55517745,3.650565624,0.310445219,4.466759162
1.643824792,2.221080303,3.473255396,0.639544547,4.172016058
1.653758792,1.652740359,3.00494194,0.909026504,3.547894579
1.663692792,1.065007806,2.389280081,1.090346575,2.834035389
1.673625792,0.64605546,1.722314,1.19587779,2.19405489
1.683559792,0.586727679,0.906159461,1.135758758,1.566946806
1.693493792,0.846730649,0.026276136,0.793954253,1.161036857
1.703427792,1.193052649,-0.582686007,0.259376645,1.352839182
1.713360792,1.382874727,-0.807520986,-0.174865887,1.6109037
1.723294792,1.417295098,-0.55320853,-0.353421777,1.56194495
1.733228792,1.388466001,-0.059857167,-0.38446492,1.441954919
1.743162792,1.368276238,0.47910884,-0.358596027,1.493424339
1.753095792,1.347488284,0.903627038,-0.353795618,1.660553474
1.763029792,1.296777964,1.101801753,-0.34424153,1.736117053
1.772963792,1.259079576,1.017406583,-0.265798926,1.640440978
1.782897792,1.284716725,0.91044873,-0.169176757,1.583677596
1.792830792,1.302565455,0.664668262,-0.072306149,1.464134162
1.802764792,1.310282826,0.43108961,0.043048941,1.380048024
1.812698792,1.243840814,0.282737136,0.151754886,1.284565998
1.822632792,1.150990248,0.188919067,0.243260577,1.191488427
