"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.790995125E0,7.963319421E-1,-5.316491723E-1,6.514743567E-1,1.158108044E0
1.800962125E0,8.811941147E-1,-1.017529011E0,5.861238241E-1,1.468131293E0
1.810930125E0,9.899743199E-1,-1.368905544E0,5.799838305E-1,1.786150270E0
1.820897125E0,1.099119067E0,-1.532136202E0,6.000606418E-1,1.978781655E0
1.830865125E0,1.166788936E0,-1.490209103E0,5.994037986E-1,1.985297082E0
1.840832125E0,1.184217691E0,-1.203926206E0,5.820005536E-1,1.786206733E0
1.850800125E0,1.196029544E0,-7.518591881E-1,5.606712699E-1,1.519911570E0
1.860767125E0,1.203266144E0,-2.202286273E-1,5.555492043E-1,1.343497294E0
1.870735125E0,1.180658817E0,2.278292030E-1,5.929349065E-1,1.340683852E0
1.880702125E0,1.115539670E0,4.634169340E-1,6.390765905E-1,1.366602685E0
1.890670125E0,1.018140078E0,3.929982185E-1,6.494448781E-1,1.269974593E0
1.900637125E0,9.373902678E-1,3.472446650E-2,6.690399051E-1,1.152180844E0
1.910605125E0,9.111033082E-1,-4.187720120E-1,7.715860605E-1,1.265236849E0
1.920572125E0,9.715198278E-1,-7.869125009E-1,9.624612331E-1,1.577787592E0
1.930540125E0,1.167787910E0,-1.060460329E0,1.079339981E0,1.911355411E0
1.940507125E0,1.572299719E0,-1.255282760E0,1.117521405E0,2.301459386E0
1.950474125E0,1.972359061E0,-1.231243491E0,1.056048155E0,2.553702901E0
1.960442125E0,2.077589035E0,-1.048305392E0,9.124583006E-1,2.499580074E0
1.970409125E0,1.898594975E0,-8.179321289E-1,7.694812417E-1,2.205850682E0
1.980377125E0,1.620778561E0,-5.033408999E-1,6.937774420E-1,1.833467301E0
1.990344125E0,1.381936550E0,-1.362254322E-1,6.831661463E-1,1.547585856E0
2.000312125E0,1.222624898E0,1.677424461E-1,7.020871043E-1,1.419815295E0
2.010279125E0,1.128052711E0,2.758485377E-1,7.219936252E-1,1.367431947E0
2.020247125E0,1.041629434E0,2.226644009E-1,7.493306994E-1,1.302331682E0
2.030214125E0,9.111030102E-1,1.779437065E-1,8.052895069E-1,1.228927926E0
2.040182125E0,7.196273208E-1,3.075387478E-1,8.818615079E-1,1.179034894E0
2.050149125E0,5.053657293E-1,5.655661821E-1,9.625787735E-1,1.225486647E0
2.060117125E0,3.593459427E-1,8.327893615E-1,1.029446006E0,1.372015563E0
2.070084125E0,3.212421238E-1,1.022129416E0,1.053551316E0,1.502636158E0
2.080052125E0,3.674831390E-1,1.169688225E0,1.057052016E0,1.618818509E0
2.090019125E0,4.180695415E-1,1.306531787E0,1.043073177E0,1.723313409E0
2.099987125E0,4.125397503E-1,1.370548844E0,9.561334848E-1,1.721274069E0
2.109954125E0,3.954760432E-1,1.290690422E0,8.006778955E-1,1.569512077E0
2.119922125E0,4.260211587E-1,1.114677906E0,6.225957870E-1,1.345966707E0
2.129889125E0,5.152739882E-1,9.389827251E-1,4.510394335E-1,1.162167119E0
2.139857125E0,6.440032125E-1,8.121379614E-1,3.021585941E-1,1.079633281E0
2.149824125E0,7.724546790E-1,7.768047452E-1,1.688279659E-1,1.108428945E0
2.159792125E0,8.517825007E-1,7.936449647E-1,1.886697300E-2,1.164371814E0
2.169759125E0,7.850112915E-1,7.537047267E-1,-2.713841498E-1,1.121589452E0
2.179727125E0,4.490013421E-1,7.110784054E-1,-6.044414639E-1,1.035656404E0
2.189694125E0,-4.275617003E-1,9.245604873E-1,-8.173831105E-1,1.306038381E0
2.199662125E0,-1.426449418E0,1.097724915E0,-9.597154856E-1,2.039806791E0
2.209629125E0,-2.029334307E0,1.108189702E0,-1.147801757E0,2.581420349E0
2.219597125E0,-2.248353243E0,1.104620218E0,-1.388224006E0,2.863990926E0
2.229564125E0,-2.192284346E0,1.031216502E0,-1.623657107E0,2.916467131E0
2.239532125E0,-2.009637833E0,7.886708975E-1,-1.817433238E0,2.822004532E0
2.249499125E0,-1.933022380E0,4.001368582E-1,-1.968871117E0,2.788034881E0
2.259466125E0,-2.012884855E0,4.466052353E-2,-2.147509575E0,2.943721688E0
